RXCUI|INGREDIENT|ING_RXCUI
1305205|Ascorbic Acid|1151
1305205|Biotin|1588
1305205|dexpanthenol|22701
1305205|Ergocalciferol|4018
1305205|Folic Acid|4511
1305205|Niacinamide|7405
1305205|pyridoxine|684879
1305205|Riboflavin|9346
1305205|Thiamine|10454
1305205|Vitamin A|11246
1305205|Vitamin B 12|11248
1305205|Vitamin K 1|8308
1305222|Cholecalciferol|2418
1305222|Ascorbic Acid|1151
1305222|Biotin|1588
1305222|dexpanthenol|22701
1305222|Folic Acid|4511
1305222|Niacinamide|7405
1305222|pyridoxine|684879
1305222|Riboflavin|9346
1305222|Thiamine|10454
1305222|Vitamin B 12|11248
1305222|Vitamin K 1|8308
1305222|alpha Tocopherol|237099
1305222|Vitamin A|11246
1305263|Mepivacaine|6759
1305268|Epinephrine|3992
1305269|Epinephrine|3992
1305290|Salicylic Acid|9525
1305588|Pseudoephedrine|8896
1305588|dexbrompheniramine|22696
1305603|Guaifenesin|5032
1305603|Pseudoephedrine|8896
1305620|FE HEME POLYPEPTIDE|284110
1305647|Benzocaine|1399
1305676|carbetapentane|20217
1305676|Pseudoephedrine|8896
1305722|carbetapentane|20217
1305722|Pseudoephedrine|8896
1305735|Menthol|6750
1305735|Zinc Oxide|11423
1305737|Menthol|6750
1305737|Zinc Oxide|11423
1305757|Ethinyl Estradiol|4124
1305757|norgestimate|31994
1305757|Inert Ingredients|748794
1305789|carbetapentane|20217
1305789|Pseudoephedrine|8896
1305797|carbetapentane|20217
1305797|Pseudoephedrine|8896
1305808|picosulfate sodium|33688
1305808|Citric Acid|21183
1305808|Magnesium Oxide|6582
1305810|picosulfate sodium|33688
1305810|Citric Acid|21183
1305810|Magnesium Oxide|6582
1305870|Camphor|1952
1305875|Capsaicin|1992
1305875|trolamine salicylate|38866
1305882|chlorophyllin copper complex|82242
1305884|Coal Tar|2635
1305886|Coal Tar|2635
1305888|Fibrinogen|4385
1305888|fibrinolysis inhibitor|353110
1305888|Thrombin|10528
1305888|Calcium Chloride|1901
1305890|Fibrinogen|4385
1305890|fibrinolysis inhibitor|353110
1305890|Thrombin|10528
1305890|Calcium Chloride|1901
1305891|Fibrinogen|4385
1305891|fibrinolysis inhibitor|353110
1305891|Thrombin|10528
1305891|Calcium Chloride|1901
1305892|Fibrinogen|4385
1305892|fibrinolysis inhibitor|353110
1305892|Thrombin|10528
1305892|Calcium Chloride|1901
1305893|Fibrinogen|4385
1305893|fibrinolysis inhibitor|353110
1305893|Thrombin|10528
1305893|Calcium Chloride|1901
1305895|Fibrinogen|4385
1305895|fibrinolysis inhibitor|353110
1305895|Thrombin|10528
1305895|Calcium Chloride|1901
1305897|Fibrinogen|4385
1305897|fibrinolysis inhibitor|353110
1305897|Thrombin|10528
1305897|Calcium Chloride|1901
1305898|Fibrinogen|4385
1305898|fibrinolysis inhibitor|353110
1305898|Thrombin|10528
1305898|Calcium Chloride|1901
1305903|Fibrinogen|4385
1305903|fibrinolysis inhibitor|353110
1305903|Thrombin|10528
1305903|Calcium Chloride|1901
1305904|Fibrinogen|4385
1305904|fibrinolysis inhibitor|353110
1305904|Thrombin|10528
1305904|Calcium Chloride|1901
1305905|Fibrinogen|4385
1305905|fibrinolysis inhibitor|353110
1305905|Thrombin|10528
1305905|Calcium Chloride|1901
1305906|Fibrinogen|4385
1305906|fibrinolysis inhibitor|353110
1305906|Thrombin|10528
1305906|Calcium Chloride|1901
1305907|Fibrinogen|4385
1305907|fibrinolysis inhibitor|353110
1305907|Thrombin|10528
1305907|Calcium Chloride|1901
1305908|Fibrinogen|4385
1305908|fibrinolysis inhibitor|353110
1305908|Thrombin|10528
1305908|Calcium Chloride|1901
1305909|Fibrinogen|4385
1305909|fibrinolysis inhibitor|353110
1305909|Thrombin|10528
1305909|Calcium Chloride|1901
1305910|Fibrinogen|4385
1305910|fibrinolysis inhibitor|353110
1305910|Thrombin|10528
1305910|Calcium Chloride|1901
1305913|Benzyl Alcohol|1426
1305913|Menthol|6750
1305913|Camphor|1952
1305916|Benzyl Alcohol|1426
1305916|Menthol|6750
1305916|Camphor|1952
1305922|Garlic preparation|265647
1306074|ranibizumab|595060
1306076|ranibizumab|595060
1306084|Lactobacillus reuteri|285156
1306084|Lactobacillus rhamnosus GG|602811
1306092|Phenazopyridine|8120
1306143|Povidone-Iodine|8611
1306177|zinc pyrithione|39952
1306214|Salicylic Acid|9525
1306278|Morphine|7052
1306292|tenofovir disoproxil|300195
1306292|emtricitabine|276237
1306292|cobicistat|1306284
1306292|elvitegravir|1306286
1306298|tenofovir disoproxil|300195
1306298|emtricitabine|276237
1306298|cobicistat|1306284
1306298|elvitegravir|1306286
1306898|Hydromorphone|3423
1306900|Hydromorphone|3423
1307056|Buprenorphine|1819
1307056|Naloxone|7242
1307058|Buprenorphine|1819
1307058|Naloxone|7242
1307061|Buprenorphine|1819
1307061|Naloxone|7242
1307063|Buprenorphine|1819
1307063|Naloxone|7242
1307165|Methscopolamine|89785
1307165|Pseudoephedrine|8896
1307224|Phenylephrine|8163
1307247|Guaifenesin|5032
1307247|Pseudoephedrine|8896
1307269|Japanese encephalitis virus vaccine, inactivated|845525
1307271|Japanese encephalitis virus vaccine, inactivated|845525
1307303|enzalutamide|1307298
1307309|enzalutamide|1307298
1307409|linaclotide|1307404
1307415|linaclotide|1307404
1307419|linaclotide|1307404
1307421|linaclotide|1307404
1307427|sildenafil|136411
1307431|sildenafil|136411
1307434|Esomeprazole|283742
1307436|Esomeprazole|283742
1307624|bosutinib|1307619
1307630|bosutinib|1307619
1307633|bosutinib|1307619
1307635|bosutinib|1307619
1307998|Guaifenesin|5032
1307998|Dextromethorphan|3289
1308376|Guaifenesin|5032
1308376|Phenylephrine|8163
1308385|Ascorbic Acid|1151
1308385|pyridoxine|684879
1308385|Docusate|82003
1308385|tricalcium phosphate|47628
1308385|alpha Tocopherol|237099
1308385|Cholecalciferol|2418
1308385|Docosahexaenoate|73
1308385|Ferrous fumarate|24941
1308385|Folic Acid|4511
1308428|everolimus|141704
1308430|everolimus|141704
1308432|everolimus|141704
1308438|Codeine|2670
1308438|Brompheniramine|1767
1308447|Guaifenesin|5032
1308447|Pseudoephedrine|8896
1308447|Dextromethorphan|3289
1308473|Guaifenesin|5032
1308473|Dextromethorphan|3289
1308484|Guaifenesin|5032
1308484|Dextromethorphan|3289
1308486|Guaifenesin|5032
1308486|Dextromethorphan|3289
1308535|Guaifenesin|5032
1308535|Phenylephrine|8163
1308537|Guaifenesin|5032
1308537|Phenylephrine|8163
1308539|Guaifenesin|5032
1308539|Phenylephrine|8163
1308569|rivastigmine|183379
1308571|rivastigmine|183379
1309383|Vitamin B 12|11248
1309383|Riboflavin|9346
1309383|Levomefolic Acid|1025342
1309383|pyridoxine|684879
1310028|Menthol|6750
1310028|Camphor|1952
1310028|methyl salicylate|29787
1310138|everolimus|141704
1310144|everolimus|141704
1310147|everolimus|141704
1310202|Acetaminophen|161
1310202|Hydrocodone|5489
1310212|Acetaminophen|161
1310212|Hydrocodone|5489
1310270|Acetaminophen|161
1310270|Hydrocodone|5489
1310487|Ibuprofen|5640
1310487|Pseudoephedrine|8896
1310489|Ibuprofen|5640
1310489|Pseudoephedrine|8896
1310494|Ibuprofen|5640
1310494|Pseudoephedrine|8896
1310509|Ibuprofen|5640
1310509|Phenylephrine|8163
1310509|Chlorpheniramine|2400
1310525|teriflunomide|1310520
1310531|teriflunomide|1310520
1310533|teriflunomide|1310520
1310535|teriflunomide|1310520
1310589|Clonidine|2599
1310621|Guaifenesin|5032
1310621|Pseudoephedrine|8896
1310624|Guaifenesin|5032
1310624|Pseudoephedrine|8896
1310633|Phenylephrine|8163
1310633|Dextromethorphan|3289
1310633|Chlorpheniramine|2400
1310640|Glucosamine|4845
1310640|Chondroitin Sulfates|2473
1310649|Lactobacillus acidophilus|6205
1310649|Apple pectin|283540
1310653|Lactobacillus rhamnosus GG|602811
1310659|Lactobacillus rhamnosus GG|602811
1310718|Folic Acid|4511
1310718|pyridoxine|684879
1310718|Azelate|618278
1310718|Cupric oxide|21837
1310718|Niacinamide|7405
1310718|Zinc Oxide|11423
1310721|Phenylephrine|8163
1310722|Phenylephrine|8163
1310733|Glycerin|4910
1310754|Lactobacillus rhamnosus GG|602811
1310754|Inulin|5924
1310820|Benzalkonium|1378
1310948|Calcium Carbonate|1897
1310948|Cholecalciferol|2418
1310954|Calcium Carbonate|1897
1310954|Cholecalciferol|2418
1311415|Chloroacetate|48008
1311421|Chloroacetate|48008
1311442|Acetaminophen|161
1311442|Dextromethorphan|3289
1311442|Doxylamine|3642
1311535|norgestimate|31994
1311535|Ethinyl Estradiol|4124
1311535|Inert Ingredients|748794
1311660|Lactate|114202
1311662|Lactate|114202
1311791|Menthol|6750
1311810|Capsaicin|1992
1311810|Menthol|6750
1312402|regorafenib|1312397
1312408|regorafenib|1312397
1312409|Simvastatin|36567
1312409|sitagliptin|593411
1312415|Simvastatin|36567
1312415|sitagliptin|593411
1312416|Simvastatin|36567
1312416|sitagliptin|593411
1312422|Simvastatin|36567
1312422|sitagliptin|593411
1312423|Simvastatin|36567
1312423|sitagliptin|593411
1312429|Simvastatin|36567
1312429|sitagliptin|593411
1312502|Cholecalciferol|2418
1312504|Polysaccharide iron complex|105669
1312583|Methylphenidate|6901
1312589|Methylphenidate|6901
1312625|loteprednol etabonate|52177
1312627|loteprednol etabonate|52177
1312963|Polysaccharide iron complex|105669
1312969|Polysaccharide iron complex|105669
1312970|Polysaccharide iron complex|105669
1312974|Polysaccharide iron complex|105669
1312991|Morphine|7052
1312997|Salicylic Acid|9525
1313059|topiramate|38404
1313059|Phentermine|8152
1313061|topiramate|38404
1313061|Phentermine|8152
1313112|Phenytoin|8183
1313298|Pseudoephedrine|8896
1313298|Dextromethorphan|3289
1313307|Pseudoephedrine|8896
1313307|Dextromethorphan|3289
1313780|Cysteamine|3022
1313785|Cysteamine|3022
1313820|Mineral Oil|6972
1313820|Petrolatum|8091
1313820|Phenylephrine|8163
1313823|Menthol|6750
1313826|flunisolide|25120
1313835|Ascorbic Acid|1151
1313835|Cranberry preparation|125933
1313835|Bacillus coagulans|1310844
1313847|Lactobacillus rhamnosus GG|602811
1313852|Lactobacillus rhamnosus GG|602811
1313882|Sodium Chloride|9863
1313884|Phenytoin|8183
1313885|Phenytoin|8183
1313887|Phenytoin|8183
1313888|Phenytoin|8183
1313927|Cholecalciferol|2418
1313927|Polysaccharide iron complex|105669
1313933|Cholecalciferol|2418
1313933|Polysaccharide iron complex|105669
1313957|Cinnamon Bark|477053
1313957|CHROMIUM PICOLINATE|59308
1313963|Fentanyl|4337
1313985|magnesium citrate|52356
1313987|Magnesium Sulfate|6585
1313988|Midazolam|6960
1314131|Norepinephrine|7512
1314133|Ondansetron|26225
1314499|Simethicone|9796
1314499|Calcium Carbonate|1897
1314501|Simethicone|9796
1314501|Calcium Carbonate|1897
1314627|Phenylephrine|8163
1314629|Phenylephrine|8163
1314649|Guaifenesin|5032
1314649|Pseudoephedrine|8896
1314672|Vitamin B 12|11248
1314672|Folic Acid|4511
1314672|Biotin|1588
1314672|Riboflavin|9346
1314672|Niacin|7393
1314672|Copper Sulfate|21579
1314672|Magnesium Sulfate|6585
1314672|manganese sulfate|29268
1314672|Zinc Sulfate|39954
1314672|pyridoxine|684879
1314672|pantothenate|62400
1314672|Ascorbic Acid|1151
1314672|Ferrous fumarate|24941
1314672|Polysaccharide iron complex|105669
1314672|Thiamine|10454
1314673|ropivacaine|35780
1314674|ropivacaine|35780
1314685|Folic Acid|4511
1314685|Vitamin B 12|11248
1314685|pyridoxine|684879
1314685|pantothenate|62400
1314685|Riboflavin|9346
1314685|Ferrous fumarate|24941
1314685|Polysaccharide iron complex|105669
1314685|Copper Sulfate|21579
1314685|manganese sulfate|29268
1314685|Niacinamide|7405
1314685|Sodium Ascorbate|267366
1314685|Zinc Sulfate|39954
1314685|Thiamine|10454
1314763|Tobramycin|10627
1314768|Tobramycin|10627
1314779|cocoa butter|21389
1314779|Phenylephrine|8163
1314781|Ipratropium|7213
1314792|Folic Acid|4511
1314792|Vitamin B 12|11248
1314792|pyridoxine|684879
1314792|pantothenate|62400
1314792|Riboflavin|9346
1314792|Ferrous fumarate|24941
1314792|Polysaccharide iron complex|105669
1314792|Copper Sulfate|21579
1314792|Magnesium Sulfate|6585
1314792|manganese sulfate|29268
1314792|Niacinamide|7405
1314792|Sodium Ascorbate|267366
1314792|Zinc Sulfate|39954
1314792|Thiamine|10454
1314879|zinc pyrithione|39952
1314881|zinc pyrithione|39952
1314882|ropinirole|72302
1314937|Phenylephrine|8163
132604|torsemide|38413
1356074|Ethinyl Estradiol|4124
1356074|Levonorgestrel|6373
1356074|Inert Ingredients|748794
1356091|Lactate|114202
1356097|Acetaminophen|161
1356097|Diphenhydramine|3498
1356097|Phenylephrine|8163
1356119|Acetaminophen|161
1356119|Guaifenesin|5032
1356119|Phenylephrine|8163
1356122|Acetaminophen|161
1356122|Diphenhydramine|3498
1356122|Phenylephrine|8163
1356122|Guaifenesin|5032
1356315|tapentadol|787390
1356319|tapentadol|787390
1356525|Guaifenesin|5032
1356525|Pseudoephedrine|8896
1356549|Guaifenesin|5032
1356549|Pseudoephedrine|8896
1356557|perampanel|1356552
1356563|perampanel|1356552
1356570|perampanel|1356552
1356572|perampanel|1356552
1356574|perampanel|1356552
1356576|perampanel|1356552
1356578|perampanel|1356552
1356580|perampanel|1356552
1356582|perampanel|1356552
1356584|perampanel|1356552
1356586|perampanel|1356552
1356588|perampanel|1356552
1356671|Benzyl Alcohol|1426
1356673|Benzyl Alcohol|1426
1356688|omacetaxine mepesuccinate|27100
1356693|omacetaxine mepesuccinate|27100
1356773|Cranberry preparation|125933
1356781|Guaifenesin|5032
1356781|Pseudoephedrine|8896
1356785|ferrous sulfate|24947
1356786|Guaifenesin|5032
1356786|Pseudoephedrine|8896
1356789|Guaifenesin|5032
1356789|Phenylephrine|8163
1356791|Guaifenesin|5032
1356791|Phenylephrine|8163
1356796|Docosahexaenoate|73
1356796|Eicosapentaenoate|618597
1356799|Codeine|2670
1356799|Phenylephrine|8163
1356799|Brompheniramine|1767
1356800|Codeine|2670
1356800|Brompheniramine|1767
1356802|Codeine|2670
1356802|Brompheniramine|1767
1356803|Menthol|6750
1356803|methyl salicylate|29787
1356803|Lidocaine|6387
1356803|Capsaicin|1992
1356806|Codeine|2670
1356806|Phenylephrine|8163
1356806|Brompheniramine|1767
1356807|Codeine|2670
1356807|Brompheniramine|1767
1356809|Codeine|2670
1356809|Brompheniramine|1767
1356811|Milk thistle extract|283579
1356814|Pseudoephedrine|8896
1356814|Dextromethorphan|3289
1356814|Brompheniramine|1767
1356815|Phenylephrine|8163
1356815|Brompheniramine|1767
1356817|Phenylephrine|8163
1356817|Brompheniramine|1767
1356819|Polysaccharide iron complex|105669
1356824|ocriplasmin|29998
1356827|ocriplasmin|29998
1356840|Dextromethorphan|3289
1356840|Pseudoephedrine|8896
1356840|Brompheniramine|1767
1356841|Phenylephrine|8163
1356841|Brompheniramine|1767
1356843|Phenylephrine|8163
1356843|Brompheniramine|1767
1356848|Brompheniramine|1767
1356859|Phenylephrine|8163
1356859|Brompheniramine|1767
1356865|Phenylephrine|8163
1356865|Brompheniramine|1767
1356866|Pseudoephedrine|8896
1356866|Brompheniramine|1767
1356868|Pseudoephedrine|8896
1356868|Brompheniramine|1767
1356979|Estradiol|4083
1356997|Estradiol|4083
1357007|Estradiol|4083
1357009|Estradiol|4083
1357012|Pseudoephedrine|8896
1357012|Dextromethorphan|3289
1357012|Brompheniramine|1767
1357013|Phenylephrine|8163
1357013|Brompheniramine|1767
1357389|Brompheniramine|1767
1357399|Brompheniramine|1767
1357414|Povidone|8610
1357414|Polyvinyl Alcohol|8570
1357541|tofacitinib|1357536
1357547|tofacitinib|1357536
1357555|Acetaminophen|161
1357555|Phenylephrine|8163
1357555|Dextromethorphan|3289
1357555|Chlorpheniramine|2400
1357862|Brompheniramine|1767
1357871|Phenylephrine|8163
1357873|Phenylephrine|8163
1357883|Phenylephrine|8163
1357883|Brompheniramine|1767
1357884|Phenylephrine|8163
1357884|Brompheniramine|1767
1357886|Methylprednisolone|6902
1357888|Methylprednisolone|6902
1357896|Chlorpheniramine|2400
1357896|Phenylephrine|8163
1357896|Dextromethorphan|3289
1357907|Guaifenesin|5032
1357907|Phenylephrine|8163
1357907|Dextromethorphan|3289
1357915|Dextromethorphan|3289
1357915|Phenylephrine|8163
1357915|Pyrilamine|9009
1357921|Benzphetamine|1422
1357923|Guaifenesin|5032
1357923|Dextromethorphan|3289
1357925|Guaifenesin|5032
1357925|Dextromethorphan|3289
1357928|Guaifenesin|5032
1357928|Phenylephrine|8163
1357930|Guaifenesin|5032
1357930|Phenylephrine|8163
1357938|carbetapentane|20217
1357938|Pyrilamine|9009
1357938|Pseudoephedrine|8896
1357942|Hydrocodone|5489
1357942|Phenylephrine|8163
1357942|dexchlorpheniramine|22697
1357990|Chlorhexidine|2358
1357990|Isopropyl Alcohol|797541
1357996|Cranberry preparation|125933
1358165|chlophedianol|21254
1358165|chlorcyclizine|2354
1358170|CHROMIUM, CHELATED|253160
1358170|MANGANESE GLUCONATE|52403
1358170|ZINC CITRATE|236911
1358194|Guaifenesin|5032
1358194|Phenylephrine|8163
1358194|Dextromethorphan|3289
1358203|cyclobenzaprine|21949
1358205|cyclobenzaprine|21949
1358349|Guaifenesin|5032
1358349|Dextromethorphan|3289
1358349|Pseudoephedrine|8896
1358387|Promethazine|8745
1358409|Trichloroacetate|618564
1358414|Trichloroacetate|618564
1358445|Trichloroacetate|618564
1358447|Trichloroacetate|618564
1358451|Trichloroacetate|618564
1358471|Loratadine|28889
1358498|Lidocaine|6387
1358498|Methylprednisolone|6902
1358506|Methylprednisolone|6902
1358508|Methylprednisolone|6902
1358510|Methylprednisolone|6902
1358512|Methylprednisolone|6902
1358610|Methylprednisolone|6902
1358612|Methylprednisolone|6902
1358617|Methylprednisolone|6902
1358619|Methylprednisolone|6902
1358622|Guaifenesin|5032
1358622|Phenylephrine|8163
1358622|Dextromethorphan|3289
1358625|Guaifenesin|5032
1358625|Dextromethorphan|3289
1358625|Pseudoephedrine|8896
1358627|Guaifenesin|5032
1358627|Phenylephrine|8163
1358629|Guaifenesin|5032
1358629|Phenylephrine|8163
1358637|Guaifenesin|5032
1358637|Pseudoephedrine|8896
1358638|Phenylephrine|8163
1358640|Phenylephrine|8163
1358645|Guaifenesin|5032
1358645|Phenylephrine|8163
1358647|Guaifenesin|5032
1358647|Phenylephrine|8163
1358740|Chondroitin Sulfates|2473
1358740|Glucosamine|4845
1358762|Ethinyl Estradiol|4124
1358762|Norethindrone|7514
1358764|Ferrous fumarate|24941
1358764|Ethinyl Estradiol|4124
1358764|Norethindrone|7514
1358765|Ferrous fumarate|24941
1358765|Ethinyl Estradiol|4124
1358765|Norethindrone|7514
1358769|Brompheniramine|1767
1358770|Ferrous fumarate|24941
1358770|Ethinyl Estradiol|4124
1358770|Norethindrone|7514
1358772|Brompheniramine|1767
1358775|Ferrous fumarate|24941
1358775|Ethinyl Estradiol|4124
1358775|Norethindrone|7514
1358777|Ethinyl Estradiol|4124
1358777|Norethindrone|7514
1358780|Ethinyl Estradiol|4124
1358780|Norethindrone|7514
1358781|Ethinyl Estradiol|4124
1358781|Norethindrone|7514
1358835|Acetaminophen|161
1358837|Acetaminophen|161
1358843|Phenylephrine|8163
1358853|Aspirin|1191
1358853|Caffeine|1886
1358853|Acetaminophen|161
1358853|salicylamide|9518
1358869|Calcium Carbonate|1897
1358989|Camphor|1952
1358989|phenol|33290
1358989|Menthol|6750
1358989|dimethicone|324072
1358991|Camphor|1952
1358991|phenol|33290
1358991|Menthol|6750
1358991|dimethicone|324072
1358993|Pseudoephedrine|8896
1358993|Dextromethorphan|3289
1358993|Brompheniramine|1767
1358997|Pseudoephedrine|8896
1358997|Dextromethorphan|3289
1358997|Brompheniramine|1767
1359003|Pseudoephedrine|8896
1359011|perampanel|1356552
1359020|Ethinyl Estradiol|4124
1359020|Norethindrone|7514
1359022|Ethinyl Estradiol|4124
1359022|Norethindrone|7514
1359024|Ferrous fumarate|24941
1359024|Ethinyl Estradiol|4124
1359024|Norethindrone|7514
1359025|Ferrous fumarate|24941
1359025|Ethinyl Estradiol|4124
1359025|Norethindrone|7514
1359026|Ferrous fumarate|24941
1359026|Ethinyl Estradiol|4124
1359026|Norethindrone|7514
1359027|Ferrous fumarate|24941
1359027|Ethinyl Estradiol|4124
1359027|Norethindrone|7514
1359029|Ethinyl Estradiol|4124
1359029|Norethindrone|7514
1359030|Ethinyl Estradiol|4124
1359030|Norethindrone|7514
1359031|Ethinyl Estradiol|4124
1359031|Norethindrone|7514
1359032|Ethinyl Estradiol|4124
1359032|Norethindrone|7514
1359105|Misoprostol|42331
1359105|Diclofenac|3355
1359107|Misoprostol|42331
1359107|Diclofenac|3355
1359109|Misoprostol|42331
